1,15358000000.0
2,8401100000.0
3,13071000000.0
4,11054000000.0
5,10529000000.0
6,9802500000.0
7,9236400000.0
8,8883000000.0
9,8727600000.0
10,8346200000.0
11,8075200000.0
12,7999100000.0
13,7691700000.0
14,7513200000.0
15,7368700000.0
16,7208400000.0
17,7003700000.0
18,6886100000.0
19,6726200000.0
20,6662000000.0
21,6504000000.0
22,6439900000.0
23,6299900000.0
24,6252800000.0
25,6126700000.0
26,6088600000.0
27,5977300000.0
28,5925800000.0
29,5864100000.0
30,5783900000.0
31,5752000000.0
32,5671500000.0
33,5659300000.0
34,5588200000.0
35,5569300000.0
36,5507600000.0
37,5504700000.0
38,5446700000.0
39,5452500000.0
40,5407400000.0
41,5415200000.0
42,5364300000.0
43,5379200000.0
44,5335000000.0
45,5351200000.0
46,5304000000.0
47,5327800000.0
48,5279300000.0
49,5300000000.0
50,5241100000.0
51,5289700000.0
52,5236100000.0
53,5277700000.0
54,5201700000.0
55,5259900000.0
56,5174600000.0
57,5289700000.0
58,5420400000.0
59,5605800000.0
60,5701900000.0
61,6015800000.0
62,7005100000.0
63,8452700000.0
64,6804400000.0
65,5724500000.0
66,5434900000.0
67,5150500000.0
68,5004700000.0
69,4941800000.0
70,4891100000.0
71,4854700000.0
72,4831700000.0
73,4831700000.0
74,4877100000.0
75,4934200000.0
76,5134700000.0
77,5310100000.0
78,5707900000.0
79,6936500000.0
80,15415000000.0
81,7010800000.0
82,6165900000.0
83,5724900000.0
84,5480900000.0
85,5428700000.0
86,5257400000.0
87,5270800000.0
88,5239100000.0
89,5173800000.0
90,5268200000.0
91,5237600000.0
92,5273600000.0
93,5223800000.0
94,5289100000.0
95,5274600000.0
96,5334200000.0
97,5347800000.0
98,5314200000.0
99,5358600000.0
100,5339200000.0
101,5384300000.0
102,5412500000.0
103,5394700000.0
104,5456700000.0
105,5455200000.0
106,5506100000.0
107,5517300000.0
108,5572800000.0
109,5574700000.0
110,5653200000.0
111,5691800000.0
112,5759200000.0
113,5755600000.0
114,5843900000.0
115,5895000000.0
116,5979000000.0
117,6104600000.0
118,6122100000.0
119,6252500000.0
120,6296400000.0
121,6438400000.0
122,6500500000.0
123,6657200000.0
124,6718500000.0
125,6898600000.0
126,7051500000.0
127,7147200000.0
128,7342500000.0
129,7487800000.0
130,7725100000.0
131,7883700000.0
132,8174600000.0
133,8339200000.0
134,8676400000.0
135,8936200000.0
136,9314300000.0
137,9747800000.0
138,10465000000.0
139,11052000000.0
140,13054000000.0
141,12650000000.0
142,10645000000.0
143,10163000000.0
144,9727700000.0
145,9776500000.0
146,10166000000.0
147,10636000000.0
148,12620000000.0
149,5628600000.0
150,5691200000.0
151,5733800000.0
152,6089200000.0
153,6766600000.0
154,7710400000.0
155,5645800000.0
156,5660300000.0
157,5664200000.0
158,9203600000.0
159,5838700000.0
160,5903000000.0
161,5665500000.0
162,6145800000.0
163,6122500000.0
164,5617700000.0
165,5363200000.0
166,5692700000.0
167,5630500000.0
168,6374800000.0
169,6906500000.0
170,6457400000.0
171,6905900000.0
172,6457900000.0
173,5747300000.0
174,5804600000.0
175,9930400000.0
176,5685800000.0
177,5399300000.0
178,7993400000.0
179,7966400000.0
180,7036800000.0
181,5545400000.0
182,5737600000.0
183,5830400000.0
184,7573000000.0
185,7199100000.0
186,5596300000.0
187,5538200000.0
188,5384300000.0
189,5731500000.0
190,5542200000.0
191,5678300000.0
192,5378400000.0
193,5590300000.0
194,10211000000.0
195,5578800000.0
196,5664000000.0
197,5500600000.0
198,5913200000.0
199,5660300000.0
200,5375900000.0
201,5318100000.0
202,5703600000.0
203,5357300000.0
204,5722500000.0
205,9493500000.0
206,8673700000.0
207,8942300000.0
208,5573200000.0
209,5498700000.0
210,5876700000.0
211,5496700000.0
212,5727400000.0
213,5812500000.0
214,5629800000.0
215,5670600000.0
216,5688800000.0
217,5660800000.0
218,5567500000.0
219,5917500000.0
220,9659700000.0
221,5576700000.0
222,5541400000.0
223,7604200000.0
224,8032900000.0
225,5808300000.0
226,7357400000.0
227,5421600000.0
228,9612100000.0
229,5647200000.0
230,5875200000.0
231,5534000000.0
232,6232200000.0
233,6238200000.0
234,10070000000.0
235,5484500000.0
236,5605900000.0
237,5971600000.0
238,5704600000.0
239,7264600000.0
240,5762900000.0
241,6013000000.0
242,6624700000.0
243,6625300000.0
244,6010000000.0
245,5684500000.0
246,6127400000.0
247,6137000000.0
248,5491900000.0
249,6274100000.0
250,6275300000.0
251,8307800000.0
252,5638500000.0
253,5630000000.0
254,5007800000.0
255,7131700000.0
256,7499600000.0
257,5664300000.0
258,5709600000.0
259,5952800000.0
260,5609500000.0
261,5619600000.0
262,5517700000.0
263,5561300000.0
264,6627400000.0
265,6627600000.0
266,9982300000.0
267,5148000000.0
268,5552300000.0
269,5593200000.0
270,6071100000.0
271,5620600000.0
272,5538500000.0
273,5747700000.0
274,7132000000.0
275,7606500000.0
276,5463900000.0
277,5410400000.0
278,5450000000.0
279,5673500000.0
280,5650000000.0
281,6414700000.0
282,6413300000.0
283,6282600000.0
284,6664700000.0
285,6661500000.0
286,6281000000.0
287,6551800000.0
288,6220600000.0
289,6016500000.0
290,6437800000.0
291,6438600000.0
292,5585700000.0
293,6859800000.0
294,6858300000.0
295,6856300000.0
296,5716100000.0
297,9055400000.0
298,5372800000.0
299,5280100000.0
300,5397800000.0
301,8755200000.0
302,5723600000.0
303,5541100000.0
304,5401300000.0
305,8520200000.0
306,8416100000.0
307,5557300000.0
308,10799000000.0
309,10743000000.0
310,6847900000.0
311,5659200000.0
312,7198900000.0
313,5582000000.0
314,5422600000.0
315,9490500000.0
316,5521800000.0
317,5654600000.0
318,6033600000.0
319,6111900000.0
320,5914400000.0
321,5818000000.0
322,5378500000.0
323,5785700000.0
324,7137400000.0
325,5656100000.0
326,4944300000.0
327,9156500000.0
328,5716900000.0
329,5403400000.0
330,5609700000.0
331,5363700000.0
332,5662900000.0
333,5735400000.0
334,8219600000.0
335,5732600000.0
336,5688900000.0
337,8215700000.0
338,9852700000.0
339,5801200000.0
340,5639600000.0
341,5676900000.0
342,5729400000.0
343,5763900000.0
344,5331200000.0
345,5692600000.0
346,5689600000.0
347,5650200000.0
348,6071900000.0
349,7373700000.0
350,7961000000.0
351,5664800000.0
352,5544000000.0
353,5970700000.0
354,5571400000.0
355,6021900000.0
356,5476000000.0
357,7450800000.0
358,5026700000.0
359,5799600000.0
360,9566600000.0
361,5657900000.0
362,5722200000.0
363,5483500000.0
364,5943800000.0
365,8695400000.0
366,5858700000.0
367,5781900000.0
368,5753300000.0
369,5662400000.0
370,5507100000.0
371,5783500000.0
372,8403800000.0
373,5885900000.0
374,5735300000.0
375,5884000000.0
376,5838600000.0
377,5663800000.0
378,5390400000.0
379,5841400000.0
380,9030400000.0
381,7361600000.0
382,7049200000.0
