1,9297100000.0
2,7113000000.0
3,8505000000.0
4,7553500000.0
5,7971800000.0
6,7577600000.0
7,7907600000.0
8,7744800000.0
9,8081900000.0
10,8050800000.0
11,8145400000.0
12,8135500000.0
13,8113300000.0
14,8116200000.0
15,8058000000.0
16,8079200000.0
17,7981300000.0
18,7930300000.0
19,7805400000.0
20,7828300000.0
21,7697600000.0
22,7577900000.0
23,7600400000.0
24,7439800000.0
25,7341300000.0
26,7408800000.0
27,7336800000.0
28,7172200000.0
29,7063200000.0
30,7132000000.0
31,6989600000.0
32,6992700000.0
33,6853300000.0
34,6880600000.0
35,6825800000.0
36,6699300000.0
37,6698700000.0
38,6555300000.0
39,6571800000.0
40,6521100000.0
41,6397600000.0
42,6383800000.0
43,6270300000.0
44,6223700000.0
45,6113100000.0
46,6051800000.0
47,5964800000.0
48,5864200000.0
49,5776700000.0
50,5635000000.0
51,5612400000.0
52,5449500000.0
53,5269700000.0
54,5304100000.0
55,5261900000.0
56,5057000000.0
57,5210100000.0
58,5207700000.0
59,5536200000.0
60,6078900000.0
61,11414000000.0
62,6041200000.0
63,5251500000.0
64,5016000000.0
65,4969000000.0
66,4954100000.0
67,5008200000.0
68,5082100000.0
69,5165300000.0
70,5316500000.0
71,5443700000.0
72,5662800000.0
73,5910100000.0
74,6423900000.0
75,6985100000.0
76,8556900000.0
77,18918000000.0
78,11919000000.0
79,8380400000.0
80,7046900000.0
81,6389000000.0
82,5606800000.0
83,5110500000.0
84,4505700000.0
85,4576400000.0
86,4305900000.0
87,3859000000.0
88,3896500000.0
89,3575400000.0
90,3575800000.0
91,3277600000.0
92,3282900000.0
93,3006300000.0
94,3106000000.0
95,2891400000.0
96,3012000000.0
97,2917000000.0
98,2695300000.0
99,2799700000.0
100,2618100000.0
101,2745400000.0
102,2685600000.0
103,2477000000.0
104,2600400000.0
105,2574800000.0
106,2390900000.0
107,2578900000.0
108,2487500000.0
109,2568100000.0
110,2416800000.0
111,2584000000.0
112,2463800000.0
113,2640400000.0
114,2565500000.0
115,2854200000.0
116,2747700000.0
117,2989500000.0
118,2859100000.0
119,3183900000.0
120,3154800000.0
121,3481700000.0
122,3331600000.0
123,3510500000.0
124,3915400000.0
125,3944400000.0
126,4464500000.0
127,4550700000.0
128,5164900000.0
129,5211700000.0
130,5902100000.0
131,6754200000.0
132,7084000000.0
133,8248500000.0
134,8978900000.0
135,10953000000.0
136,13555000000.0
137,17706000000.0
138,19920000000.0
139,8761300000.0
140,8616100000.0
141,8819800000.0
142,9540500000.0
143,10876000000.0
144,12196000000.0
145,12238000000.0
146,5274100000.0
147,5561300000.0
148,5910500000.0
149,7491800000.0
